T,Age,Education,Black (0/1),Hispanic (0/1),Married (0/1),Nodegree (0/1),RE75,RE78
0.000000,31.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,39.000000,17.000000,0.000000,1.000000,1.000000,0.000000,0.000000,8866.359400
0.000000,40.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,31.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,27.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,28076.805000
0.000000,48.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,41.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,26.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,50.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,48.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,12930.108000
0.000000,45.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,37.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,33.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,31.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,36.000000,12.000000,1.000000,0.000000,1.000000,0.000000,0.000000,17732.719000
0.000000,44.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,28.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,30.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,42.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,30.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,27.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,37.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,37.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,45.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,22165.899000
0.000000,35.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,37.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,66497.696000
0.000000,27.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,47.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,48.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,42.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,43.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,46.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,46.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,46.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,29.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,8396.442400
0.000000,39.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,32.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,48.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,48.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,41.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,42.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,42.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,42.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,29.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,26.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,43.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,36943.164000
0.000000,54.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,37.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,48.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,44.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,38.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,37.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,27.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,51.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,39.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,55.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,54.000000,13.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,34.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,50.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,50.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,21.000000,14.000000,0.000000,1.000000,0.000000,0.000000,71.612903,3657.373300
0.000000,26.000000,12.000000,0.000000,0.000000,1.000000,0.000000,71.612903,0.000000
0.000000,21.000000,13.000000,0.000000,0.000000,0.000000,0.000000,692.854840,2659.907800
0.000000,23.000000,16.000000,0.000000,0.000000,1.000000,0.000000,1521.774200,0.000000
0.000000,21.000000,15.000000,0.000000,0.000000,0.000000,0.000000,3222.580600,14777.266000
0.000000,23.000000,14.000000,0.000000,0.000000,0.000000,0.000000,3401.612900,5319.815700
0.000000,27.000000,16.000000,0.000000,0.000000,1.000000,0.000000,4833.871000,0.000000
0.000000,25.000000,12.000000,0.000000,0.000000,1.000000,0.000000,5729.032300,26599.078000
0.000000,27.000000,17.000000,0.000000,0.000000,0.000000,0.000000,6087.096800,7388.632900
0.000000,55.000000,12.000000,0.000000,0.000000,1.000000,0.000000,6266.129000,10344.086000
0.000000,20.000000,12.000000,0.000000,0.000000,1.000000,0.000000,7161.290300,0.000000
0.000000,18.000000,12.000000,0.000000,0.000000,1.000000,0.000000,8056.451600,19210.445000
0.000000,27.000000,12.000000,0.000000,0.000000,1.000000,0.000000,8235.483900,20688.172000
0.000000,28.000000,16.000000,0.000000,0.000000,1.000000,0.000000,8951.612900,36943.164000
0.000000,36.000000,12.000000,1.000000,0.000000,1.000000,0.000000,8951.612900,11821.813000
0.000000,33.000000,13.000000,1.000000,0.000000,1.000000,0.000000,10741.935000,20688.172000
0.000000,36.000000,12.000000,0.000000,0.000000,1.000000,0.000000,10741.935000,0.000000
0.000000,27.000000,13.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,29554.531000
0.000000,45.000000,17.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,17732.719000
0.000000,45.000000,17.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,17732.719000
0.000000,45.000000,17.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,17732.719000
0.000000,31.000000,12.000000,0.000000,0.000000,1.000000,0.000000,17903.226000,0.000000
0.000000,34.000000,12.000000,0.000000,0.000000,1.000000,0.000000,17903.226000,63542.243000
0.000000,34.000000,12.000000,0.000000,0.000000,1.000000,0.000000,17903.226000,63542.243000
0.000000,47.000000,14.000000,0.000000,0.000000,1.000000,0.000000,17903.226000,22165.899000
0.000000,35.000000,16.000000,0.000000,0.000000,1.000000,0.000000,19693.548000,17732.719000
0.000000,43.000000,17.000000,0.000000,0.000000,1.000000,0.000000,21161.613000,29554.531000
0.000000,25.000000,12.000000,1.000000,0.000000,1.000000,0.000000,21483.871000,1220.602200
0.000000,29.000000,15.000000,0.000000,0.000000,0.000000,0.000000,21483.871000,22313.671000
0.000000,31.000000,12.000000,0.000000,0.000000,1.000000,0.000000,21483.871000,20688.172000
0.000000,52.000000,12.000000,0.000000,0.000000,1.000000,0.000000,21483.871000,22165.899000
0.000000,22.000000,16.000000,0.000000,0.000000,0.000000,0.000000,22558.065000,32509.985000
0.000000,53.000000,15.000000,0.000000,0.000000,1.000000,0.000000,24169.355000,28076.805000
0.000000,29.000000,17.000000,0.000000,0.000000,1.000000,0.000000,25959.677000,36898.833000
0.000000,31.000000,13.000000,0.000000,0.000000,1.000000,0.000000,25959.677000,39898.618000
0.000000,35.000000,12.000000,0.000000,0.000000,1.000000,0.000000,26138.710000,29554.531000
0.000000,29.000000,16.000000,0.000000,0.000000,1.000000,0.000000,26854.839000,23643.625000
0.000000,39.000000,12.000000,0.000000,0.000000,1.000000,0.000000,28645.161000,31032.258000
0.000000,37.000000,14.000000,0.000000,0.000000,1.000000,0.000000,32225.806000,0.000000
0.000000,30.000000,14.000000,0.000000,0.000000,1.000000,0.000000,32225.806000,22165.899000
0.000000,43.000000,17.000000,0.000000,0.000000,1.000000,0.000000,42251.613000,41376.344000
0.000000,32.000000,17.000000,0.000000,0.000000,1.000000,0.000000,46548.387000,39898.618000
0.000000,44.000000,12.000000,0.000000,0.000000,1.000000,0.000000,71612.903000,81274.962000
0.000000,32.000000,16.000000,0.000000,0.000000,1.000000,0.000000,6910.645200,18609.011000
0.000000,43.000000,12.000000,1.000000,0.000000,1.000000,0.000000,1879.838700,5910.906300
0.000000,24.000000,12.000000,1.000000,0.000000,0.000000,0.000000,0.000000,10344.086000
0.000000,22.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2305.253500
0.000000,35.000000,15.000000,0.000000,0.000000,1.000000,0.000000,537.096770,0.000000
0.000000,26.000000,15.000000,0.000000,0.000000,0.000000,0.000000,1879.838700,3250.998500
0.000000,29.000000,17.000000,0.000000,0.000000,1.000000,0.000000,8951.612900,0.000000
0.000000,23.000000,12.000000,1.000000,0.000000,0.000000,0.000000,3222.580600,5910.906300
0.000000,19.000000,12.000000,0.000000,0.000000,1.000000,0.000000,8593.548400,26599.078000
0.000000,48.000000,16.000000,0.000000,0.000000,1.000000,0.000000,1466.274200,1152.626700
0.000000,48.000000,16.000000,0.000000,0.000000,1.000000,0.000000,1466.274200,1152.626700
0.000000,22.000000,12.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,20.000000,12.000000,1.000000,0.000000,0.000000,0.000000,12532.258000,2955.453100
0.000000,24.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.000000,24825.806000
0.000000,27.000000,16.000000,0.000000,0.000000,1.000000,0.000000,1253.225800,4363.726600
0.000000,21.000000,14.000000,0.000000,0.000000,0.000000,0.000000,2685.483900,11082.949000
0.000000,53.000000,13.000000,0.000000,0.000000,1.000000,0.000000,3938.709700,4728.725000
0.000000,53.000000,13.000000,0.000000,0.000000,1.000000,0.000000,3938.709700,4728.725000
0.000000,53.000000,16.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2955.453100
0.000000,22.000000,15.000000,0.000000,0.000000,1.000000,0.000000,5370.967700,22165.899000
0.000000,21.000000,15.000000,0.000000,0.000000,0.000000,0.000000,9667.741900,4137.634400
0.000000,30.000000,12.000000,0.000000,0.000000,1.000000,0.000000,1790.322600,1477.726600
0.000000,21.000000,12.000000,1.000000,0.000000,0.000000,0.000000,5460.483900,1152.626700
0.000000,27.000000,16.000000,0.000000,0.000000,1.000000,0.000000,17545.161000,21427.035000
0.000000,22.000000,15.000000,0.000000,0.000000,0.000000,0.000000,2864.516100,5024.270400
0.000000,22.000000,12.000000,1.000000,0.000000,1.000000,0.000000,2470.645200,0.000000
0.000000,23.000000,13.000000,0.000000,0.000000,1.000000,0.000000,5370.967700,11378.495000
0.000000,33.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2770.737300
0.000000,24.000000,13.000000,0.000000,0.000000,0.000000,0.000000,3127.693500,14777.266000
0.000000,20.000000,12.000000,1.000000,0.000000,0.000000,0.000000,4475.806500,17732.719000
0.000000,22.000000,16.000000,0.000000,0.000000,0.000000,0.000000,23274.194000,25860.215000
0.000000,19.000000,12.000000,0.000000,0.000000,1.000000,0.000000,10741.935000,0.000000
0.000000,22.000000,15.000000,0.000000,0.000000,1.000000,0.000000,17187.097000,25860.215000
0.000000,43.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,6992.602200
0.000000,39.000000,12.000000,0.000000,0.000000,1.000000,0.000000,7161.290300,11821.813000
0.000000,28.000000,12.000000,1.000000,0.000000,0.000000,0.000000,2864.516100,0.000000
0.000000,19.000000,14.000000,0.000000,0.000000,0.000000,0.000000,3222.580600,0.000000
0.000000,26.000000,17.000000,0.000000,0.000000,1.000000,0.000000,12532.258000,23643.625000
0.000000,18.000000,12.000000,0.000000,0.000000,1.000000,0.000000,11100.000000,20688.172000
0.000000,23.000000,15.000000,0.000000,0.000000,1.000000,0.000000,2506.451600,9974.654400
0.000000,24.000000,12.000000,1.000000,0.000000,0.000000,0.000000,4654.838700,11821.813000
0.000000,27.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5910.906300
0.000000,29.000000,17.000000,0.000000,0.000000,1.000000,0.000000,15217.742000,24382.488000
0.000000,22.000000,12.000000,1.000000,0.000000,0.000000,0.000000,17133.387000,11821.813000
0.000000,27.000000,12.000000,0.000000,0.000000,1.000000,0.000000,254.225810,1090.562200
0.000000,27.000000,15.000000,0.000000,0.000000,1.000000,0.000000,4654.838700,19210.445000
0.000000,20.000000,12.000000,1.000000,0.000000,0.000000,0.000000,8951.612900,13299.539000
0.000000,27.000000,12.000000,1.000000,0.000000,1.000000,0.000000,1994.419400,17732.719000
0.000000,23.000000,12.000000,1.000000,0.000000,1.000000,0.000000,2864.516100,8866.359400
0.000000,23.000000,12.000000,1.000000,0.000000,1.000000,0.000000,11637.097000,9752.995400
0.000000,22.000000,12.000000,0.000000,0.000000,1.000000,0.000000,15396.774000,39898.618000
0.000000,31.000000,12.000000,1.000000,0.000000,1.000000,0.000000,18440.323000,24973.579000
0.000000,26.000000,17.000000,0.000000,0.000000,0.000000,0.000000,11637.097000,9457.450100
0.000000,20.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4433.179700
0.000000,30.000000,17.000000,0.000000,0.000000,1.000000,0.000000,4296.774200,22476.221000
0.000000,42.000000,16.000000,0.000000,0.000000,0.000000,0.000000,17903.226000,16254.992000
0.000000,21.000000,14.000000,0.000000,0.000000,1.000000,0.000000,9309.677400,23052.535000
0.000000,25.000000,16.000000,0.000000,0.000000,1.000000,0.000000,2954.032300,0.000000
0.000000,27.000000,15.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,26.000000,17.000000,0.000000,0.000000,1.000000,0.000000,19693.548000,26599.078000
0.000000,29.000000,16.000000,0.000000,0.000000,1.000000,0.000000,17187.097000,23643.625000
0.000000,20.000000,12.000000,0.000000,0.000000,0.000000,0.000000,716.129030,0.000000
0.000000,52.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,23.000000,17.000000,0.000000,0.000000,0.000000,0.000000,2148.387100,33987.711000
0.000000,21.000000,14.000000,0.000000,0.000000,1.000000,0.000000,7161.290300,17141.628000
0.000000,24.000000,16.000000,0.000000,0.000000,0.000000,0.000000,8951.612900,17732.719000
0.000000,30.000000,17.000000,0.000000,0.000000,1.000000,0.000000,12084.677000,5172.043000
0.000000,25.000000,17.000000,0.000000,0.000000,0.000000,0.000000,17414.468000,5030.181300
0.000000,21.000000,12.000000,0.000000,0.000000,1.000000,0.000000,6803.225800,7388.632900
0.000000,28.000000,12.000000,0.000000,0.000000,1.000000,0.000000,10741.935000,9014.132100
0.000000,20.000000,12.000000,0.000000,0.000000,1.000000,0.000000,6266.129000,15244.227000
0.000000,36.000000,16.000000,0.000000,0.000000,0.000000,0.000000,4833.871000,5319.815700
0.000000,19.000000,12.000000,1.000000,0.000000,0.000000,0.000000,8056.451600,12117.358000
0.000000,21.000000,12.000000,1.000000,0.000000,1.000000,0.000000,3043.548400,10048.541000
0.000000,47.000000,12.000000,0.000000,0.000000,1.000000,0.000000,9513.774200,5319.815700
0.000000,24.000000,16.000000,0.000000,0.000000,1.000000,0.000000,4833.871000,33987.711000
0.000000,24.000000,12.000000,1.000000,0.000000,1.000000,0.000000,8951.612900,17732.719000
0.000000,25.000000,17.000000,0.000000,0.000000,1.000000,0.000000,10562.903000,30101.290000
0.000000,21.000000,16.000000,0.000000,0.000000,1.000000,0.000000,10562.903000,16993.856000
0.000000,31.000000,12.000000,1.000000,0.000000,1.000000,0.000000,11064.194000,15959.447000
0.000000,26.000000,14.000000,0.000000,0.000000,1.000000,0.000000,13427.419000,31032.258000
0.000000,22.000000,12.000000,1.000000,0.000000,0.000000,0.000000,10367.758000,5763.133600
0.000000,20.000000,13.000000,1.000000,0.000000,0.000000,0.000000,12532.258000,14777.266000
0.000000,20.000000,13.000000,0.000000,1.000000,1.000000,0.000000,10025.806000,27337.942000
0.000000,27.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.000000,26007.988000
0.000000,26.000000,12.000000,0.000000,0.000000,0.000000,0.000000,11637.097000,10344.086000
0.000000,23.000000,17.000000,0.000000,0.000000,1.000000,0.000000,5370.967700,0.000000
0.000000,23.000000,12.000000,1.000000,0.000000,0.000000,0.000000,12532.258000,14186.175000
0.000000,22.000000,12.000000,1.000000,0.000000,0.000000,0.000000,4475.806500,0.000000
0.000000,21.000000,12.000000,1.000000,0.000000,0.000000,0.000000,11458.065000,11208.556000
0.000000,21.000000,12.000000,0.000000,0.000000,1.000000,0.000000,12532.258000,25121.352000
0.000000,28.000000,14.000000,0.000000,0.000000,1.000000,0.000000,7877.419400,13742.857000
0.000000,27.000000,12.000000,1.000000,0.000000,1.000000,0.000000,0.000000,8275.268800
0.000000,25.000000,14.000000,0.000000,0.000000,0.000000,0.000000,1790.322600,0.000000
0.000000,30.000000,12.000000,0.000000,0.000000,1.000000,0.000000,3222.580600,3250.998500
0.000000,27.000000,13.000000,1.000000,0.000000,1.000000,0.000000,4096.258100,24514.006000
0.000000,22.000000,13.000000,0.000000,0.000000,0.000000,0.000000,6266.129000,17363.287000
0.000000,23.000000,16.000000,0.000000,0.000000,1.000000,0.000000,14143.548000,22165.899000
0.000000,24.000000,12.000000,1.000000,0.000000,1.000000,0.000000,14322.581000,26599.078000
0.000000,19.000000,13.000000,0.000000,0.000000,0.000000,0.000000,15217.742000,17732.719000
0.000000,21.000000,14.000000,0.000000,0.000000,1.000000,0.000000,11407.935000,17141.628000
0.000000,29.000000,17.000000,0.000000,0.000000,1.000000,0.000000,7161.290300,8866.359400
0.000000,27.000000,16.000000,0.000000,0.000000,1.000000,0.000000,11637.097000,25121.352000
0.000000,28.000000,15.000000,0.000000,0.000000,1.000000,0.000000,15217.742000,9161.904800
0.000000,26.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2955.453100
0.000000,54.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,28.000000,15.000000,1.000000,0.000000,0.000000,0.000000,0.000000,12708.449000
0.000000,27.000000,15.000000,0.000000,0.000000,1.000000,0.000000,10741.935000,18471.582000
0.000000,26.000000,13.000000,0.000000,0.000000,0.000000,0.000000,5729.032300,9605.222700
0.000000,21.000000,12.000000,0.000000,0.000000,1.000000,0.000000,7934.709700,0.000000
0.000000,53.000000,14.000000,1.000000,0.000000,1.000000,0.000000,8421.677400,8127.496200
0.000000,21.000000,13.000000,0.000000,0.000000,1.000000,0.000000,12743.516000,11082.949000
0.000000,22.000000,13.000000,0.000000,0.000000,0.000000,0.000000,3759.677400,16254.992000
0.000000,27.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,37.000000,15.000000,0.000000,1.000000,1.000000,0.000000,179.032260,11821.813000
0.000000,33.000000,13.000000,0.000000,0.000000,0.000000,0.000000,3580.645200,16254.992000
0.000000,19.000000,12.000000,1.000000,0.000000,0.000000,0.000000,3759.677400,3694.316400
0.000000,28.000000,12.000000,0.000000,0.000000,1.000000,0.000000,4475.806500,15663.902000
0.000000,32.000000,12.000000,1.000000,0.000000,1.000000,0.000000,5370.967700,8866.359400
0.000000,24.000000,12.000000,0.000000,0.000000,0.000000,0.000000,5370.967700,5910.906300
0.000000,22.000000,12.000000,0.000000,0.000000,0.000000,0.000000,7497.871000,17732.719000
0.000000,20.000000,12.000000,1.000000,0.000000,1.000000,0.000000,8951.612900,20688.172000
0.000000,23.000000,12.000000,0.000000,0.000000,1.000000,0.000000,8951.612900,12058.249000
0.000000,27.000000,12.000000,1.000000,0.000000,1.000000,0.000000,8951.612900,2210.679000
0.000000,23.000000,12.000000,1.000000,0.000000,1.000000,0.000000,12532.258000,21870.353000
0.000000,19.000000,12.000000,0.000000,1.000000,1.000000,0.000000,12532.258000,13299.539000
0.000000,27.000000,14.000000,0.000000,0.000000,0.000000,0.000000,14322.581000,16254.992000
0.000000,22.000000,16.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,16254.992000
0.000000,42.000000,12.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,15516.129000
0.000000,20.000000,13.000000,0.000000,0.000000,0.000000,0.000000,17491.452000,2216.589900
0.000000,29.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,23.000000,12.000000,1.000000,0.000000,1.000000,0.000000,13427.419000,4433.179700
0.000000,19.000000,12.000000,0.000000,0.000000,1.000000,0.000000,9309.677400,11963.674000
0.000000,21.000000,12.000000,1.000000,0.000000,1.000000,0.000000,13092.629000,10583.478000
0.000000,26.000000,12.000000,0.000000,0.000000,1.000000,0.000000,13606.452000,11969.585000
0.000000,21.000000,16.000000,0.000000,0.000000,0.000000,0.000000,22379.032000,27337.942000
0.000000,24.000000,12.000000,1.000000,0.000000,1.000000,0.000000,15416.468000,8335.855600
0.000000,29.000000,12.000000,0.000000,0.000000,1.000000,0.000000,5908.064500,14481.720000
0.000000,26.000000,12.000000,1.000000,0.000000,1.000000,0.000000,8593.548400,10344.086000
0.000000,23.000000,14.000000,1.000000,0.000000,1.000000,0.000000,10398.194000,13003.994000
0.000000,25.000000,12.000000,0.000000,0.000000,0.000000,0.000000,9130.645200,15811.674000
0.000000,21.000000,12.000000,0.000000,0.000000,1.000000,0.000000,5729.032300,18096.240000
0.000000,25.000000,12.000000,1.000000,0.000000,0.000000,0.000000,6266.129000,10344.086000
0.000000,22.000000,12.000000,0.000000,0.000000,1.000000,0.000000,9939.871000,15486.575000
0.000000,22.000000,12.000000,0.000000,0.000000,1.000000,0.000000,10741.935000,19653.763000
0.000000,23.000000,12.000000,1.000000,0.000000,1.000000,0.000000,12174.194000,18471.582000
0.000000,18.000000,12.000000,0.000000,0.000000,0.000000,0.000000,14322.581000,22165.899000
0.000000,27.000000,12.000000,1.000000,0.000000,0.000000,0.000000,14322.581000,19210.445000
0.000000,21.000000,12.000000,1.000000,0.000000,0.000000,0.000000,14859.677000,5578.417800
0.000000,25.000000,12.000000,0.000000,0.000000,1.000000,0.000000,16112.903000,26599.078000
0.000000,21.000000,13.000000,0.000000,0.000000,1.000000,0.000000,17903.226000,28224.578000
0.000000,27.000000,12.000000,0.000000,0.000000,1.000000,0.000000,44758.065000,0.000000
0.000000,23.000000,12.000000,0.000000,0.000000,1.000000,0.000000,7161.290300,10416.495000
0.000000,21.000000,12.000000,0.000000,0.000000,1.000000,0.000000,14995.742000,17732.719000
0.000000,23.000000,14.000000,1.000000,0.000000,1.000000,0.000000,12532.258000,8866.359400
0.000000,23.000000,16.000000,1.000000,0.000000,0.000000,0.000000,16490.661000,19210.445000
0.000000,31.000000,17.000000,0.000000,0.000000,1.000000,0.000000,29465.129000,39817.343000
0.000000,27.000000,12.000000,1.000000,0.000000,1.000000,0.000000,5370.967700,6649.769600
0.000000,21.000000,12.000000,1.000000,0.000000,1.000000,0.000000,7161.290300,7388.632900
0.000000,23.000000,12.000000,1.000000,0.000000,1.000000,0.000000,8271.290300,10403.195000
0.000000,19.000000,12.000000,0.000000,0.000000,1.000000,0.000000,5550.000000,11526.267000
